ip_range,country,region,city,postal
77.201.15.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
77.201.16.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69004
77.201.17.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69006
77.201.18.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69009
77.200.255.0/24,FR,Nouvelle-Aquitaine,Rouffignac-Saint-Cernin-de-Reilhac,24580
77.201.10.0/24,FR,Île-de-France,Paris,75000
77.201.32.0/24,FR,Hauts-de-France,Boulogne-sur-Mer,62200
77.200.4.0/24,FR,Nouvelle-Aquitaine,Tonnay-Charente,17430
77.201.21.0/24,FR,Île-de-France,La Celle-Saint-Cloud,78179 CEDEX
77.201.27.0/24,FR,Île-de-France,Paris,75000
77.201.12.0/24,FR,Île-de-France,Orly,94577 CEDEX
77.201.53.0/24,FR,Centre,Saint-Lubin-des-Joncherets,28350
77.201.61.0/24,FR,Bourgogne-Franche-Comté,Besançon,25001 CEDEX
77.201.65.0/24,FR,Grand Est,Mulhouse,68050 CEDEX 1
77.201.66.0/24,FR,Grand Est,Rixheim,68173 CEDEX
77.201.19.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69006
77.201.55.0/24,FR,Bourgogne-Franche-Comté,Arc-et-Senans,25610
77.201.20.0/24,FR,Île-de-France,Paris,75000
77.201.58.0/24,FR,Grand Est,Fresse-sur-Moselle,88160
77.201.67.0/24,FR,Grand Est,Mulhouse,68050 CEDEX 1
77.201.59.0/24,FR,Nouvelle-Aquitaine,La Chapelle-Montbrandeix,87440
77.201.68.0/24,FR,Hauts-de-France,Amiens,80046 CEDEX 2
77.201.23.0/24,FR,Brittany,Bruz,35172 CEDEX
77.201.62.0/24,FR,Grand Est,Troyes,10012 CEDEX
77.201.24.0/24,FR,Brittany,Chavagne,35310
77.201.69.0/24,FR,Auvergne-Rhône-Alpes,Décines-Charpieu,69150
77.201.26.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69006
77.201.28.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69004
77.201.29.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69006
77.201.31.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69004
77.201.33.0/24,FR,Hauts-de-France,Saint-Martin-Boulogne,62280
77.201.35.0/24,FR,Hauts-de-France,Saint-Martin-Boulogne,62280
77.201.57.0/24,FR,Grand Est,Dommartin-lès-Remiremont,88200
77.201.36.0/24,FR,Bourgogne-Franche-Comté,Paray-le-Monial,71600
77.201.38.0/24,FR,Normandy,Saint-Valery-en-Caux,76460
77.201.39.0/24,FR,Centre,Saint-Cyr-sur-Loire,37540
77.201.41.0/24,FR,Provence-Alpes-Côte d'Azur,Marseille,13006
77.201.42.0/24,FR,Nouvelle-Aquitaine,Bordeaux,33000
77.201.44.0/24,FR,Île-de-France,Villejuif,94800
77.201.45.0/24,FR,Hauts-de-France,Creil,60100
77.201.72.0/24,FR,Bourgogne-Franche-Comté,Auxelles-Bas,90200
77.201.80.0/24,FR,Île-de-France,Paris,75026 CEDEX 01
77.201.81.0/24,FR,Île-de-France,Montreuil,93181 CEDEX
77.201.82.0/24,FR,Île-de-France,Paris,75000
77.201.83.0/24,FR,Nouvelle-Aquitaine,Segonzac,16130
77.201.47.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69841 CEDEX 20
77.201.48.0/24,FR,Bourgogne-Franche-Comté,Sens,89090 CEDEX
77.201.49.0/24,FR,Provence-Alpes-Côte d'Azur,Les Pennes-Mirabeau,13755 CEDEX
77.201.50.0/24,FR,Pays de la Loire,Saint-Sébastien-sur-Loire,44235 CEDEX
77.201.63.0/24,FR,Brittany,Vannes,56909 CEDEX 9
77.201.51.0/24,FR,Île-de-France,Paris,75000
77.201.52.0/24,FR,Centre,Saint-Rémy-sur-Avre,28380
77.201.54.0/24,FR,Nouvelle-Aquitaine,Belvès,24170
77.201.64.0/24,FR,Grand Est,Kingersheim,68262 CEDEX
77.201.85.0/24,FR,Pays de la Loire,Pannecé,44440
77.201.86.0/24,FR,Pays de la Loire,Rouans,44640
77.201.89.0/24,FR,Grand Est,Saint-Dizier,52100
77.201.87.0/24,FR,Pays de la Loire,Pannecé,44440
77.201.90.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.201.70.0/24,FR,Auvergne-Rhône-Alpes,Saint-Bonnet-de-Mure,69720
77.201.88.0/24,FR,Grand Est,Saint-Dizier,52100
77.201.71.0/24,FR,Auvergne-Rhône-Alpes,Saint-Bonnet-de-Mure,69720
77.201.22.0/24,FR,Brittany,Bruz,35172 CEDEX
77.201.73.0/24,FR,Île-de-France,Paris,75000
77.201.74.0/24,FR,Hauts-de-France,Compiègne,60476 CEDEX
77.201.25.0/24,FR,Brittany,Chavagne,35310
77.201.75.0/24,FR,Hauts-de-France,Jaux,60880
77.201.91.0/24,FR,Centre,Lorges,41370
77.201.92.0/24,FR,Corsica,San-Giuliano,20230
77.201.77.0/24,FR,Occitanie,Cazères,31220
77.201.79.0/24,FR,Nouvelle-Aquitaine,Lons,64140
77.201.78.0/24,FR,Nouvelle-Aquitaine,Saint-Félix-de-Villadeix,24510
77.201.94.0/24,FR,Nouvelle-Aquitaine,Segonzac,16130
77.201.93.0/24,FR,Hauts-de-France,Ambleny,2290
77.201.99.0/24,FR,Nouvelle-Aquitaine,Segonzac,16130
77.201.30.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69004
77.201.34.0/24,FR,Hauts-de-France,Boulogne-sur-Mer,62200
77.201.37.0/24,FR,Bourgogne-Franche-Comté,Paray-le-Monial,71600
77.201.40.0/24,FR,Provence-Alpes-Côte d'Azur,Marseille,13006
77.201.43.0/24,FR,Provence-Alpes-Côte d'Azur,La Garde,83130
77.201.96.0/24,FR,Île-de-France,Paris,75020
77.201.46.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
77.200.125.0/24,FR,Occitanie,el Pertús,66480
77.201.101.0/24,FR,Auvergne-Rhône-Alpes,Jonzier,74520
77.201.104.0/24,FR,Normandy,Bolbec,76210
77.201.56.0/24,FR,Auvergne-Rhône-Alpes,Chêne-en-Semine,74270
77.201.105.0/24,FR,Brittany,Sizun,29450
77.201.108.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.201.84.0/24,FR,Nouvelle-Aquitaine,Segonzac,16130
77.201.109.0/24,FR,Centre,Mézières-en-Drouais,28500
77.201.110.0/24,FR,Nouvelle-Aquitaine,Segonzac,16130
77.201.112.0/24,FR,Auvergne-Rhône-Alpes,Brassac-les-Mines,63570
77.201.114.0/24,FR,Nouvelle-Aquitaine,Saintes,17107 CEDEX
77.201.95.0/24,FR,Grand Est,Faissault,8270
77.201.115.0/24,FR,Normandy,Saint-Romain-de-Colbosc,76430
77.201.116.0/24,FR,Normandy,Pont-Audemer,27500
77.201.117.0/24,FR,Occitanie,Portvendres,66664 CEDEX
77.201.119.0/24,FR,Île-de-France,Boulogne-Billancourt,92100
77.201.120.0/24,FR,Occitanie,Moissac,82202 CEDEX
77.201.121.0/24,FR,Bourgogne-Franche-Comté,Montceau-les-Mines,71300
77.201.122.0/24,FR,Hauts-de-France,Bucy-lès-Pierrepont,2350
77.201.123.0/24,FR,Auvergne-Rhône-Alpes,Grenoble,38007 CEDEX 1
77.201.124.0/24,FR,Île-de-France,Dammartin-en-Goële,77231 CEDEX
77.201.126.0/24,FR,Auvergne-Rhône-Alpes,Voreppe,38340
77.201.127.0/24,FR,Auvergne-Rhône-Alpes,Guilherand-Granges,07507 CEDEX
77.201.128.0/24,FR,Auvergne-Rhône-Alpes,Montluel,01129 CEDEX
77.201.129.0/24,FR,Grand Est,Nancy,54000
77.201.130.0/24,FR,Hauts-de-France,Avesnelles,59440
77.201.100.0/24,FR,Centre,Saint-Avertin,37550
77.201.131.0/24,FR,Hauts-de-France,Fourmies,59612 CEDEX
77.201.133.0/24,FR,Hauts-de-France,Corbie,80800
77.201.134.0/24,FR,Hauts-de-France,Bruay-sur-l'Escaut,59860
77.201.135.0/24,FR,Hauts-de-France,Vieux-Condé,59690
77.201.138.0/24,FR,Hauts-de-France,Bergues,59380
77.201.97.0/24,FR,Île-de-France,Le Blanc-Mesnil,93154 CEDEX
77.201.113.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.201.139.0/24,FR,Hauts-de-France,Gravelines,59820
77.201.140.0/24,FR,Hauts-de-France,Vimy,62580
77.201.125.0/24,FR,Auvergne-Rhône-Alpes,Vizille,38220
77.201.141.0/24,FR,Pays de la Loire,Saint-Nazaire,44613 CEDEX
77.201.143.0/24,FR,Île-de-France,Paris,75979 CEDEX 20
77.201.136.0/24,FR,Nouvelle-Aquitaine,Cognac,16113 CEDEX
77.201.60.0/24,FR,Bourgogne-Franche-Comté,Besançon,25000
77.201.145.0/24,FR,Île-de-France,Paris,75000
77.201.147.0/24,FR,Île-de-France,Paris,75000
77.201.142.0/24,FR,Île-de-France,Garancières,78890
77.201.148.0/24,FR,Île-de-France,Paris,75000
77.201.150.0/24,FR,Île-de-France,Paris,75000
77.201.146.0/24,FR,Île-de-France,Paris,75000
77.201.152.0/24,FR,Île-de-France,Paris,75000
77.201.154.0/24,FR,Île-de-France,Paris,75000
77.201.137.0/24,FR,Nouvelle-Aquitaine,Cognac,16113 CEDEX
77.201.149.0/24,FR,Île-de-France,Paris,75000
77.201.151.0/24,FR,Île-de-France,Paris,75000
77.201.158.0/24,FR,Auvergne-Rhône-Alpes,Montluel,01129 CEDEX
77.201.153.0/24,FR,Île-de-France,Paris,75000
77.201.155.0/24,FR,Île-de-France,Paris,75000
77.201.156.0/24,FR,Île-de-France,Paris,75000
77.201.157.0/24,FR,Auvergne-Rhône-Alpes,Attignat,1340
77.201.103.0/24,FR,Auvergne-Rhône-Alpes,Versonnex,74150
77.201.159.0/24,FR,Auvergne-Rhône-Alpes,Viriat,01443 CEDEX
77.201.162.0/24,FR,Hauts-de-France,Vervins,2140
77.201.161.0/24,FR,Hauts-de-France,Soissons,2200
77.201.118.0/24,FR,Île-de-France,Paris,75000
77.201.164.0/24,FR,Auvergne-Rhône-Alpes,Montluçon,03311 CEDEX
77.201.144.0/24,FR,Île-de-France,Paris,75000
77.201.160.0/24,FR,Hauts-de-France,Soissons,2200
77.201.165.0/24,FR,Provence-Alpes-Côte d'Azur,Auribeau-sur-Siagne,6810
77.201.168.0/24,FR,Auvergne-Rhône-Alpes,Tournon-sur-Rhône,7300
77.201.166.0/24,FR,Provence-Alpes-Côte d'Azur,Vence,06141 CEDEX
77.201.76.0/24,FR,Occitanie,Castelsarrasin,82100
77.201.172.0/24,FR,Occitanie,Palaja,11570
77.201.170.0/24,FR,Grand Est,Charleville-Mézières,8000
77.201.174.0/24,FR,Occitanie,Rodez,12000
77.201.98.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.201.173.0/24,FR,Occitanie,Villemoustaussou,11620
77.201.178.0/24,FR,Provence-Alpes-Côte d'Azur,Châteauneuf-les-Martigues,13163 CEDEX
77.201.167.0/24,FR,Provence-Alpes-Côte d'Azur,Nice,6000
77.201.180.0/24,FR,Grand Est,Clérey,10390
77.201.177.0/24,FR,Provence-Alpes-Côte d'Azur,Cassis,13260
77.201.182.0/24,FR,Île-de-France,Paris,75000
77.201.181.0/24,FR,Centre,Henrichemont,18250
77.201.183.0/24,FR,Provence-Alpes-Côte d'Azur,Eyguières,13430
77.201.184.0/24,FR,Provence-Alpes-Côte d'Azur,Six-Fours-les-Plages,83140
77.201.188.0/24,FR,Île-de-France,Paris,75000
77.201.187.0/24,FR,Nouvelle-Aquitaine,Amuré,79210
77.201.189.0/24,FR,Hauts-de-France,Landrecies,59550
77.201.190.0/24,FR,Île-de-France,Paris,75000
77.201.169.0/24,FR,Grand Est,Carignan,8110
77.201.163.0/24,FR,Hauts-de-France,Villers-Cotterêts,02603 CEDEX
77.201.192.0/24,FR,Pays de la Loire,Nantes,44000
77.201.194.0/24,FR,Pays de la Loire,Nantes,44934 CEDEX 9
77.201.195.0/24,FR,Pays de la Loire,Nantes,44934 CEDEX 9
77.201.191.0/24,FR,Hauts-de-France,Maubeuge,59600
77.201.193.0/24,FR,Pays de la Loire,Nantes,44934 CEDEX 9
77.201.171.0/24,FR,Grand Est,Douzy,8140
77.201.196.0/24,FR,Pays de la Loire,Nantes,44934 CEDEX 9
77.201.102.0/24,FR,Nouvelle-Aquitaine,Segonzac,16130
77.201.176.0/24,FR,Nouvelle-Aquitaine,Souffrignac,16380
77.201.198.0/24,FR,Pays de la Loire,Nantes,44000
77.201.197.0/24,FR,Pays de la Loire,Nantes,44000
77.201.201.0/24,FR,Pays de la Loire,Nantes,44934 CEDEX 9
77.201.200.0/24,FR,Pays de la Loire,Nantes,44934 CEDEX 9
77.201.205.0/24,FR,Pays de la Loire,Nantes,44934 CEDEX 9
77.201.202.0/24,FR,Pays de la Loire,Nantes,44934 CEDEX 9
77.201.204.0/24,FR,Pays de la Loire,Nantes,44934 CEDEX 9
77.201.208.0/24,FR,Grand Est,Haguenau,67500
77.201.175.0/24,FR,Provence-Alpes-Côte d'Azur,Arles,13649 CEDEX
77.201.206.0/24,FR,Pays de la Loire,Nantes,44934 CEDEX 9
77.201.209.0/24,FR,Grand Est,Haguenau,67500
77.202.0/24.0/24,FR,Île-de-France,Montreuil,93100
77.202.2.0/24,FR,Île-de-France,Paris,75000
77.202.3.0/24,FR,Île-de-France,Paris,75000
77.202.4.0/24,FR,Île-de-France,Paris,75000
77.202.5.0/24,FR,Île-de-France,Paris,75000
77.202.8.0/24,FR,Île-de-France,Paris,75000
77.201.106.0/24,FR,Nouvelle-Aquitaine,Saintes,17100
77.201.207.0/24,FR,Pays de la Loire,Nantes,44934 CEDEX 9
77.201.210.0/24,FR,Provence-Alpes-Côte d'Azur,Arles,13649 CEDEX
77.201.212.0/24,FR,Grand Est,Haguenau,67500
77.201.211.0/24,FR,Hauts-de-France,Roubaix,59687 CEDEX 2
77.201.216.0/24,FR,Grand Est,Haguenau,67500
77.201.199.0/24,FR,Pays de la Loire,Nantes,44000
77.201.217.0/24,FR,Grand Est,Haguenau,67500
77.201.203.0/24,FR,Pays de la Loire,Nantes,44934 CEDEX 9
77.201.215.0/24,FR,Grand Est,Strasbourg,67081 CEDEX
77.201.213.0/24,FR,Grand Est,Haguenau,67500
77.201.219.0/24,FR,Grand Est,Haguenau,67500
77.201.222.0/24,FR,Île-de-France,Versailles,78000
77.201.218.0/24,FR,Grand Est,Haguenau,67500
77.201.221.0/24,FR,Hauts-de-France,Compiègne,60200
77.201.223.0/24,FR,Île-de-France,Vélizy-Villacoublay,78147 CEDEX
77.201.225.0/24,FR,Grand Est,Haguenau,67500
77.201.220.0/24,FR,Hauts-de-France,Compiègne,60200
77.201.227.0/24,FR,Grand Est,Haguenau,67500
77.201.226.0/24,FR,Grand Est,Haguenau,67500
77.201.224.0/24,FR,Grand Est,Haguenau,67500
77.201.228.0/24,FR,Île-de-France,Choisy-le-Roi,94600
77.201.230.0/24,FR,Grand Est,Saverne,67704 CEDEX
77.201.229.0/24,FR,Grand Est,Saverne,67704 CEDEX
77.201.231.0/24,FR,Grand Est,Saverne,67700
77.201.232.0/24,FR,Île-de-France,Paris,75000
77.201.233.0/24,FR,Nouvelle-Aquitaine,Marigny,79360
77.201.236.0/24,FR,Île-de-France,Les Ormes-sur-Voulzie,77134
77.201.234.0/24,FR,Île-de-France,Paris,75000
77.201.235.0/24,FR,Île-de-France,Mouroux,77120
77.201.237.0/24,FR,Grand Est,Obernai,67210
77.201.238.0/24,FR,Grand Est,Obernai,67210
77.201.239.0/24,FR,Grand Est,Obernai,67210
77.201.240.0/24,FR,Grand Est,Haguenau,67500
77.201.242.0/24,FR,Grand Est,Haguenau,67500
77.201.241.0/24,FR,Grand Est,Haguenau,67500
77.201.243.0/24,FR,Grand Est,Haguenau,67500
77.201.245.0/24,FR,Île-de-France,Paris,75000
77.201.248.0/24,FR,Grand Est,Haguenau,67500
77.201.246.0/24,FR,Île-de-France,Paris,75000
77.201.250.0/24,FR,Grand Est,Strasbourg,67081 CEDEX
77.201.186.0/24,FR,Île-de-France,Paris,75000
77.201.251.0/24,FR,Grand Est,Haguenau,67500
77.201.252.0/24,FR,Île-de-France,Choisy-le-Roi,94606 CEDEX
77.201.244.0/24,FR,Île-de-France,Paris,75000
77.201.255.0/24,FR,Grand Est,Kogenheim,67230
77.201.253.0/24,FR,Grand Est,Huttenheim,67230
77.201.185.0/24,FR,Île-de-France,Paris,75000
77.201.254.0/24,FR,Grand Est,Bezannes,51430
77.201.247.0/24,FR,Île-de-France,Paris,75000
77.202.11.0/24,FR,Provence-Alpes-Côte d'Azur,La Garde,83130
77.202.12.0/24,FR,Île-de-France,Paris,75000
77.202.14.0/24,FR,Grand Est,Strasbourg,67081 CEDEX
77.202.16.0/24,FR,Grand Est,Haguenau,67500
77.202.19.0/24,FR,Île-de-France,Paris,75000
77.202.9.0/24,FR,Île-de-France,Garges-lès-Gonesse,95144 CEDEX
77.201.249.0/24,FR,Grand Est,Haguenau,67500
77.202.7.0/24,FR,Île-de-France,Villepinte,93421 CEDEX
77.202.6.0/24,FR,Normandy,Le Havre,76050 CEDEX
77.202.1.0/24,FR,Île-de-France,Saint-Michel-sur-Orge,91240
77.200.163.0/24,FR,Normandy,Rouen,76914 CEDEX 9
77.201.107.0/24,FR,Nouvelle-Aquitaine,Segonzac,16130
77.202.22.0/24,FR,Grand Est,Haguenau,67500
77.202.23.0/24,FR,Grand Est,Haguenau,67507 CEDEX
77.202.36.0/24,FR,Île-de-France,Viry-Châtillon,91170
77.202.37.0/24,FR,Île-de-France,Draveil,91213 CEDEX
77.202.13.0/24,FR,Nouvelle-Aquitaine,Villeneuve-sur-Lot,47300
77.202.18.0/24,FR,Grand Est,Munster,68140
77.202.20.0/24,FR,Grand Est,Haguenau,67500
77.202.10.0/24,FR,Provence-Alpes-Côte d'Azur,La Garde,83130
77.202.17.0/24,FR,Grand Est,Munster,68140
77.202.21.0/24,FR,Grand Est,Haguenau,67500
77.201.214.0/24,FR,Grand Est,Haguenau,67500
77.202.44.0/24,FR,Île-de-France,Paris,75000
77.202.45.0/24,FR,Bourgogne-Franche-Comté,Baume-les-Dames,25112 CEDEX
77.202.48.0/24,FR,Grand Est,Saint-Louis,68304 CEDEX
77.202.27.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69006
77.202.30.0/24,FR,Grand Est,Ensisheim,68190
77.202.31.0/24,FR,Grand Est,Ensisheim,68190
77.202.34.0/24,FR,Hauts-de-France,Moliens,60220
77.202.35.0/24,FR,Normandy,Picauville,50360
77.202.24.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69006
77.202.25.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69006
77.202.26.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69006
77.202.28.0/24,FR,Grand Est,Ensisheim,68190
77.202.29.0/24,FR,Grand Est,Ensisheim,68190
77.202.32.0/24,FR,Normandy,Picauville,50360
77.202.33.0/24,FR,Hauts-de-France,Moliens,60220
77.202.38.0/24,FR,Île-de-France,Maurepas,78312 CEDEX
77.202.39.0/24,FR,Normandy,Le Havre,76050 CEDEX
77.202.40.0/24,FR,Île-de-France,Argenteuil,95105 CEDEX
77.202.41.0/24,FR,Nouvelle-Aquitaine,La Rochelle,17088 CEDEX 2
77.202.15.0/24,FR,Grand Est,Haguenau,67500
77.202.50.0/24,FR,Occitanie,Rieux-Volvestre,31310
77.202.46.0/24,FR,Île-de-France,Paris,75000
77.202.55.0/24,FR,Grand Est,Haguenau,67507 CEDEX
77.202.52.0/24,FR,Grand Est,Haguenau,67500
77.202.59.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69004
77.202.54.0/24,FR,Grand Est,Haguenau,67500
77.202.90.0/24,FR,Île-de-France,Paris,75000
77.202.65.0/24,FR,Nouvelle-Aquitaine,Angoulême,16000
77.202.66.0/24,FR,Nouvelle-Aquitaine,Soyaux,16800
77.202.67.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.202.68.0/24,FR,Normandy,Les Essarts,27240
77.202.69.0/24,FR,Bourgogne-Franche-Comté,Morteau,25509 CEDEX
77.202.70.0/24,FR,Hauts-de-France,Armentières,59486 CEDEX
77.202.71.0/24,FR,Nouvelle-Aquitaine,Aubie,33240
77.202.84.0/24,FR,Nouvelle-Aquitaine,Angoulême,16000
77.202.74.0/24,FR,Centre,Joué-lès-Tours,37300
77.202.76.0/24,FR,Grand Est,Haguenau,67507 CEDEX
77.202.91.0/24,FR,Bourgogne-Franche-Comté,Villers-le-Lac,25130
77.202.78.0/24,FR,Grand Est,Haguenau,67500
77.202.79.0/24,FR,Grand Est,Haguenau,67500
77.202.81.0/24,FR,Bourgogne-Franche-Comté,Pontarlier,25300
77.202.85.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.202.92.0/24,FR,Île-de-France,Villiers-le-Bel,95400
77.202.88.0/24,FR,Nouvelle-Aquitaine,Pineuilh,33220
77.202.42.0/24,FR,Île-de-France,Paris,75000
77.202.93.0/24,FR,Île-de-France,Villiers-le-Bel,95400
77.202.43.0/24,FR,Bourgogne-Franche-Comté,Baume-les-Dames,25112 CEDEX
77.202.47.0/24,FR,Normandy,Avoine,61150
77.202.94.0/24,FR,Île-de-France,Paris,75000
77.202.49.0/24,FR,Île-de-France,Paris,75012
77.202.96.0/24,FR,Île-de-France,Paris,75000
77.202.51.0/24,FR,Nouvelle-Aquitaine,Cognac-la-Forêt,87310
77.202.110.0/24,FR,Nouvelle-Aquitaine,Bordeaux,33000
77.202.53.0/24,FR,Grand Est,Haguenau,67500
77.202.97.0/24,FR,Île-de-France,Paris,75000
77.202.56.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69006
77.202.57.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69004
77.202.95.0/24,FR,Île-de-France,Paris,75000
77.202.58.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69006
77.202.100.0/24,FR,Île-de-France,Paris,75000
77.202.87.0/24,FR,Nouvelle-Aquitaine,Angoulême,16000
77.202.60.0/24,FR,Normandy,Rouen,76000
77.202.62.0/24,FR,Nouvelle-Aquitaine,Saint-Pardoux,79310
77.202.61.0/24,FR,Île-de-France,Paris,75000
77.202.102.0/24,FR,Grand Est,Saint-Louis,68304 CEDEX
77.202.99.0/24,FR,Nouvelle-Aquitaine,Eymet,24500
77.202.63.0/24,FR,Île-de-France,Le Plessis-Trévise,94420
77.202.64.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.202.105.0/24,FR,Normandy,Caen,14000
77.202.72.0/24,FR,Hauts-de-France,Amiens,80000
77.202.98.0/24,FR,Provence-Alpes-Côte d'Azur,Aix-en-Provence,13792 CEDEX 3
77.202.73.0/24,FR,Provence-Alpes-Côte d'Azur,Gréoux-les-Bains,4800
77.202.75.0/24,FR,Centre,Joué-lès-Tours,37300
77.202.106.0/24,FR,Île-de-France,Paris,75000
77.202.77.0/24,FR,Grand Est,Haguenau,67500
77.202.80.0/24,FR,Île-de-France,Paris,75000
77.202.109.0/24,FR,Nouvelle-Aquitaine,Angoulême,16000
77.201.132.0/24,FR,Hauts-de-France,Amiens,80046 CEDEX 2
77.202.82.0/24,FR,Auvergne-Rhône-Alpes,Viry,74580
77.202.83.0/24,FR,Île-de-France,Meaux,77332 CEDEX
77.202.101.0/24,FR,Grand Est,Saint-Louis,68304 CEDEX
77.202.108.0/24,FR,Nouvelle-Aquitaine,Angoulême,16918 CEDEX 9
77.202.104.0/24,FR,Occitanie,Sérignan,34410
77.202.107.0/24,FR,Grand Est,Barr,67144 CEDEX
77.202.126.0/24,FR,Normandy,Flers,61100
77.202.127.0/24,FR,Île-de-France,Vitry-sur-Seine,94785 CEDEX
77.202.112.0/24,FR,Île-de-France,Sartrouville,78502 CEDEX
77.202.111.0/24,FR,Nouvelle-Aquitaine,Pessac,33603 CEDEX
77.202.113.0/24,FR,Île-de-France,Paris,75435 CEDEX 09
77.202.119.0/24,FR,Grand Est,Haguenau,67500
77.202.86.0/24,FR,Nouvelle-Aquitaine,Angoulême,16000
77.202.114.0/24,FR,Île-de-France,Paris,75000
77.202.116.0/24,FR,Grand Est,Haguenau,67500
77.202.117.0/24,FR,Grand Est,Haguenau,67500
77.202.120.0/24,FR,Grand Est,Gambsheim,67760
77.202.115.0/24,FR,Île-de-France,Paris,75000
77.202.118.0/24,FR,Grand Est,Haguenau,67500
77.202.89.0/24,FR,Nouvelle-Aquitaine,Gradignan,33172 CEDEX
77.202.122.0/24,FR,Grand Est,Hochfelden,67270
77.202.123.0/24,FR,Grand Est,Hochfelden,67270
77.202.124.0/24,FR,Île-de-France,Paris,75000
77.202.125.0/24,FR,Île-de-France,Sainte-Geneviève-des-Bois,91700
77.202.128.0/24,FR,Hauts-de-France,Tourcoing,59200
77.202.129.0/24,FR,Normandy,Le Havre,76055 CEDEX
77.201.179.0/24,FR,Provence-Alpes-Côte d'Azur,Eyguières,13430
77.202.103.0/24,FR,Grand Est,Saint-Louis,68304 CEDEX
77.202.130.0/24,FR,Provence-Alpes-Côte d'Azur,Marseille,13011
77.202.131.0/24,FR,Île-de-France,Paris,75000
77.202.143.0/24,FR,Île-de-France,Paris,75000
77.202.151.0/24,FR,Île-de-France,Paris,75000
77.202.132.0/24,FR,Occitanie,Cugnaux,31270
77.202.156.0/24,FR,Grand Est,Freyming-Merlebach,57800
77.202.133.0/24,FR,Île-de-France,Paris,75000
77.202.159.0/24,FR,Provence-Alpes-Côte d'Azur,Le Pradet,83220
77.202.135.0/24,FR,Auvergne-Rhône-Alpes,Saint-Égrève,38526 CEDEX
77.202.160.0/24,FR,Auvergne-Rhône-Alpes,Annecy,74000
77.202.136.0/24,FR,Occitanie,Bompas,66430
77.202.149.0/24,FR,Auvergne-Rhône-Alpes,Thonon-les-Bains,74200
77.202.137.0/24,FR,Hauts-de-France,Tourcoing,59981 CEDEX
77.202.152.0/24,FR,Provence-Alpes-Côte d'Azur,Valbonne,6560
77.202.138.0/24,FR,Île-de-France,Paris,75000
77.202.153.0/24,FR,Provence-Alpes-Côte d'Azur,Valbonne,6560
77.202.139.0/24,FR,Île-de-France,Paris,75000
77.202.154.0/24,FR,Île-de-France,Saint-Rémy-l'Honoré,78690
77.202.140.0/24,FR,Île-de-France,Paris,75000
77.202.161.0/24,FR,Auvergne-Rhône-Alpes,Villard-Bonnot,38190
77.202.162.0/24,FR,Auvergne-Rhône-Alpes,Moirans,38349 CEDEX
77.202.163.0/24,FR,Auvergne-Rhône-Alpes,Seynod,74600
77.202.164.0/24,FR,Centre,Amboise,37400
77.202.165.0/24,FR,Île-de-France,Créteil,94954 CEDEX 9
77.202.167.0/24,FR,Île-de-France,Viarmes,95270
77.202.168.0/24,FR,Île-de-France,Fosses,95470
77.202.134.0/24,FR,Île-de-France,Paris,75000
77.202.121.0/24,FR,Grand Est,Hochfelden,67270
77.202.174.0/24,FR,Brittany,Quimperlé,29300
77.202.166.0/24,FR,Île-de-France,Viarmes,95270
77.202.175.0/24,FR,Île-de-France,Paris,75000
77.202.176.0/24,FR,Grand Est,Mulhouse,68077 CEDEX 2
77.202.177.0/24,FR,Île-de-France,Créteil,94000
77.202.179.0/24,FR,Grand Est,Hochfelden,67270
77.202.180.0/24,FR,Nouvelle-Aquitaine,Airvault,79600
77.202.181.0/24,FR,Nouvelle-Aquitaine,Barbaste,47230
77.202.183.0/24,FR,Occitanie,Sainte-Foy-d'Aigrefeuille,31570
77.202.185.0/24,FR,Occitanie,Sainte-Foy-d'Aigrefeuille,31570
77.202.186.0/24,FR,Occitanie,Drulhe,12350
77.202.184.0/24,FR,Occitanie,Bessières,31660
